Order_ID,Customer_ID,Order_Date,Day,Month,Order_Time,Store_ID,Store_Location,Region,Product_Category,Product_Name,Size,Quantity,Unit_Price,Discount_%,Gross_Sales,GST_5%,Net_Sales,Payment_Method,Order_Type,Customer_Age_Group,Customer_Gender,Weather,Day_Type,Shift,Customer_Type,Loyalty_Member,Rating,Demand_Level
125,CUST4196,10-01-2025,Friday,January,03:17,108,Kochi,South,Coffee,Espresso,Tall,3,195,0,585,29.25,614.25,UPI,Delivery,50+,Male,Cloudy,Weekday,Afternoon,New,No,3,High
126,CUST9204,27-08-2025,Wednesday,August,16:50,108,Hyderabad,South,Coffee,Americano,Tall,1,217,0,217,10.85,227.85,Cash,Dine-In,50+,Male,Cloudy,Weekday,Evening,New,Yes,3,High
127,CUST7889,10-01-2025,Friday,January,21:40,119,Chennai,South,Bakery,Butter Croissant,Venti,4,165,5,660,33,660,UPI,Dine-In,50+,Male,Rainy,Weekday,Afternoon,Returning,Yes,4,High
128,CUST9476,15-10-2025,Wednesday,October,01:49,104,Delhi,North,Frappuccino,Caramel Frappuccino,Venti,5,360,15,1800,90,1620,Card,Dine-In,50+,Male,Rainy,Weekday,Morning,New,Yes,4,Medium
129,CUST7505,26-04-2025,Saturday,April,04:45,114,Chennai,South,Coffee,Mocha,Venti,5,322,0,1610,80.5,1690.5,Cash,Dine-In,18-25,Female,Cloudy,Weekend,Evening,Returning,Yes,5,Low
130,CUST5710,11-08-2025,Monday,August,08:04,103,Bengaluru,South,Coffee,Espresso,Grande,1,193,0,193,9.65,202.65,Card,Delivery,26-35,Male,Sunny,Weekday,Evening,Returning,Yes,4,High
131,CUST7660,19-09-2025,Friday,September,04:29,118,Delhi,North,Bakery,Blueberry Muffin,Grande,2,178,0,356,17.8,373.8,Card,Dine-In,18-25,Female,Rainy,Weekday,Evening,New,No,3,High
132,CUST6087,10-11-2025,Monday,November,16:18,100,Chennai,South,Cold Beverage,Cold Brew,Tall,4,305,10,1220,61,1159,Card,Dine-In,26-35,Female,Cloudy,Weekday,Afternoon,New,No,3,Low
133,CUST5841,19-05-2025,Monday,May,09:43,101,Mumbai,West,Cold Beverage,Cold Brew,Tall,5,290,15,1450,72.5,1305,Cash,Delivery,18-25,Female,Rainy,Weekday,Evening,New,No,4,Medium
134,CUST6774,02-08-2025,Saturday,August,11:30,104,Kochi,South,Coffee,Cappuccino,Venti,5,254,5,1270,63.5,1270,Cash,Delivery,36-50,Male,Cloudy,Weekend,Evening,Returning,No,5,High
135,CUST2924,30-07-2025,Wednesday,July,18:46,115,Hyderabad,South,Coffee,Americano,Grande,4,206,0,824,41.2,865.2,UPI,Dine-In,50+,Female,Cloudy,Weekday,Evening,New,No,4,High
136,CUST7299,30-06-2025,Monday,June,13:20,120,Hyderabad,South,Tea,Green Tea,Grande,3,192,10,576,28.8,547.2,Cash,Delivery,50+,Female,Rainy,Weekday,Afternoon,New,No,3,Medium
137,CUST4975,15-02-2025,Saturday,February,11:16,110,Delhi,North,Bakery,Butter Croissant,Tall,4,177,5,708,35.4,708,Card,Dine-In,18-25,Male,Rainy,Weekend,Evening,Returning,No,5,Medium
138,CUST1667,19-07-2025,Saturday,July,15:50,119,Delhi,North,Bakery,Blueberry Muffin,Venti,5,177,15,885,44.25,796.5,Card,Takeaway,18-25,Male,Cloudy,Weekend,Morning,New,No,4,High
139,CUST7580,07-04-2025,Monday,April,14:22,114,Chennai,South,Frappuccino,Caramel Frappuccino,Venti,5,376,5,1880,94,1880,UPI,Takeaway,18-25,Male,Rainy,Weekday,Afternoon,Returning,Yes,4,High
140,CUST7895,20-12-2025,Saturday,December,11:43,120,Hyderabad,South,Coffee,Americano,Tall,1,241,10,241,12.05,228.95,UPI,Takeaway,26-35,Male,Rainy,Weekend,Morning,New,Yes,4,High
141,CUST1064,07-06-2025,Saturday,June,23:34,109,Hyderabad,South,Coffee,Caffe Latte,Grande,4,260,0,1040,52,1092,Cash,Delivery,18-25,Male,Sunny,Weekend,Morning,Returning,No,5,High
142,CUST3381,30-07-2025,Wednesday,July,20:32,105,Bengaluru,South,Bakery,Blueberry Muffin,Venti,2,186,5,372,18.6,372,UPI,Dine-In,18-25,Male,Sunny,Weekday,Morning,Returning,No,5,Medium
143,CUST5512,15-03-2025,Saturday,March,08:07,105,Delhi,North,Coffee,Caffe Latte,Tall,1,303,10,303,15.15,287.85,Card,Delivery,18-25,Male,Rainy,Weekend,Morning,Returning,No,3,Low
144,CUST4904,14-08-2025,Thursday,August,01:51,107,Hyderabad,South,Coffee,Mocha,Tall,4,317,0,1268,63.4,1331.4,Cash,Dine-In,26-35,Female,Sunny,Weekday,Afternoon,Returning,No,5,Medium
145,CUST7774,12-12-2025,Friday,December,19:57,109,Mumbai,West,Tea,Green Tea,Grande,1,185,15,185,9.25,166.5,UPI,Takeaway,18-25,Male,Sunny,Weekday,Morning,New,No,4,Low
146,CUST7317,28-02-2025,Friday,February,11:26,110,Hyderabad,South,Coffee,Caffe Latte,Grande,3,285,10,855,42.75,812.25,UPI,Dine-In,18-25,Female,Rainy,Weekday,Evening,New,No,3,Medium
147,CUST1414,18-01-2025,Saturday,January,09:31,110,Kochi,South,Coffee,Espresso,Tall,3,175,15,525,26.25,472.5,Cash,Delivery,26-35,Male,Sunny,Weekend,Afternoon,New,No,4,Low
148,CUST4408,27-07-2025,Sunday,July,12:51,109,Kochi,South,Coffee,Americano,Grande,3,222,5,666,33.3,666,UPI,Dine-In,26-35,Female,Cloudy,Weekend,Morning,Returning,No,5,Medium
149,CUST9405,06-03-2025,Thursday,March,04:11,102,Kochi,South,Bakery,Blueberry Muffin,Venti,2,175,5,350,17.5,350,Card,Delivery,50+,Male,Cloudy,Weekday,Evening,New,No,3,Medium
150,CUST2115,07-04-2025,Monday,April,22:37,117,Bengaluru,South,Coffee,Cappuccino,Grande,2,254,10,508,25.4,482.6,UPI,Takeaway,26-35,Male,Cloudy,Weekday,Afternoon,New,Yes,4,Low
151,CUST3165,26-08-2025,Tuesday,August,21:26,108,Kochi,South,Frappuccino,Caramel Frappuccino,Tall,3,362,15,1086,54.3,977.4,Cash,Takeaway,36-50,Female,Sunny,Weekday,Evening,Returning,Yes,4,Medium
152,CUST4591,19-05-2025,Monday,May,20:47,101,Kochi,South,Coffee,Cappuccino,Grande,2,258,0,516,25.8,541.8,Cash,Delivery,26-35,Female,Sunny,Weekday,Afternoon,New,No,5,Low
153,CUST9157,17-10-2025,Friday,October,07:46,116,Hyderabad,South,Bakery,Blueberry Muffin,Grande,3,190,5,570,28.5,570,Card,Delivery,36-50,Male,Sunny,Weekday,Evening,Returning,Yes,5,High
154,CUST6663,20-01-2025,Monday,January,10:52,102,Mumbai,West,Coffee,Caffe Latte,Grande,2,303,0,606,30.3,636.3,UPI,Delivery,50+,Male,Rainy,Weekday,Evening,New,No,4,Medium
155,CUST4374,18-09-2025,Thursday,September,01:51,113,Kochi,South,Cold Beverage,Cold Brew,Venti,5,314,15,1570,78.5,1413,UPI,Dine-In,50+,Male,Sunny,Weekday,Evening,Returning,Yes,5,Low
156,CUST6689,31-01-2025,Friday,January,05:44,113,Delhi,North,Coffee,Mocha,Tall,5,296,5,1480,74,1480,Cash,Delivery,36-50,Male,Sunny,Weekday,Evening,Returning,No,3,High
157,CUST5904,10-03-2025,Monday,March,21:52,104,Delhi,North,Coffee,Mocha,Venti,1,312,15,312,15.6,280.8,Cash,Delivery,26-35,Female,Cloudy,Weekday,Morning,Returning,Yes,5,High
158,CUST5740,16-04-2025,Wednesday,April,03:54,100,Kochi,South,Coffee,Americano,Grande,5,229,15,1145,57.25,1030.5,Card,Dine-In,18-25,Male,Rainy,Weekday,Afternoon,New,Yes,5,Medium
159,CUST6946,16-08-2025,Saturday,August,15:59,109,Hyderabad,South,Tea,Green Tea,Tall,1,180,10,180,9,171,UPI,Dine-In,18-25,Male,Rainy,Weekend,Afternoon,New,No,5,High
160,CUST9897,11-08-2025,Monday,August,16:40,110,Mumbai,West,Coffee,Espresso,Tall,1,201,15,201,10.05,180.9,Card,Dine-In,36-50,Female,Cloudy,Weekday,Morning,New,Yes,5,Low
161,CUST9608,08-07-2025,Tuesday,July,06:20,105,Kochi,South,Coffee,Caffe Latte,Tall,4,269,10,1076,53.8,1022.2,UPI,Takeaway,36-50,Female,Sunny,Weekday,Evening,Returning,No,3,Medium
162,CUST2756,03-05-2025,Saturday,May,01:58,118,Bengaluru,South,Coffee,Americano,Venti,5,223,10,1115,55.75,1059.25,UPI,Takeaway,18-25,Male,Rainy,Weekend,Afternoon,Returning,Yes,4,High
163,CUST7576,25-03-2025,Tuesday,March,04:43,102,Chennai,South,Bakery,Butter Croissant,Tall,1,149,5,149,7.45,149,Card,Takeaway,26-35,Male,Cloudy,Weekday,Afternoon,New,Yes,5,High
164,CUST7901,05-12-2025,Friday,December,01:53,110,Hyderabad,South,Frappuccino,Caramel Frappuccino,Tall,2,358,0,716,35.8,751.8,Card,Dine-In,26-35,Male,Rainy,Weekday,Afternoon,New,No,5,High
165,CUST9466,13-02-2025,Thursday,February,18:31,114,Delhi,North,Cold Beverage,Cold Brew,Grande,5,282,15,1410,70.5,1269,UPI,Delivery,26-35,Female,Cloudy,Weekday,Evening,New,Yes,5,High
166,CUST7039,17-10-2025,Friday,October,19:29,115,Chennai,South,Cold Beverage,Cold Brew,Venti,5,312,10,1560,78,1482,UPI,Dine-In,36-50,Female,Cloudy,Weekday,Evening,New,Yes,3,High
167,CUST6898,12-10-2025,Sunday,October,19:49,116,Chennai,South,Tea,Green Tea,Tall,1,179,10,179,8.95,170.05,UPI,Takeaway,50+,Female,Sunny,Weekend,Morning,New,Yes,5,High
168,CUST5121,07-04-2025,Monday,April,18:07,115,Kochi,South,Coffee,Cappuccino,Tall,2,256,0,512,25.6,537.6,UPI,Takeaway,26-35,Male,Cloudy,Weekday,Evening,New,No,5,Low
169,CUST8536,17-11-2025,Monday,November,17:35,112,Bengaluru,South,Tea,Green Tea,Venti,2,202,0,404,20.2,424.2,Cash,Dine-In,50+,Male,Sunny,Weekday,Afternoon,New,No,3,Low
170,CUST3221,24-08-2025,Sunday,August,10:14,113,Bengaluru,South,Cold Beverage,Cold Brew,Tall,1,270,5,270,13.5,270,UPI,Dine-In,18-25,Female,Sunny,Weekend,Afternoon,Returning,Yes,4,Low
171,CUST6790,08-09-2025,Monday,September,01:29,103,Hyderabad,South,Coffee,Mocha,Grande,3,312,10,936,46.8,889.2,UPI,Takeaway,18-25,Male,Cloudy,Weekday,Morning,Returning,No,3,High
172,CUST2809,28-02-2025,Friday,February,00:42,102,Chennai,South,Tea,Green Tea,Grande,1,207,15,207,10.35,186.3,Cash,Dine-In,36-50,Female,Sunny,Weekday,Evening,Returning,No,4,Low
173,CUST1580,14-09-2025,Sunday,September,16:31,102,Bengaluru,South,Coffee,Caffe Latte,Tall,3,269,15,807,40.35,726.3,UPI,Delivery,50+,Female,Sunny,Weekend,Evening,Returning,No,3,High
174,CUST3145,28-09-2025,Sunday,September,07:23,118,Delhi,North,Bakery,Blueberry Muffin,Venti,1,173,10,173,8.65,164.35,Cash,Dine-In,26-35,Female,Cloudy,Weekend,Afternoon,Returning,No,4,Medium
175,CUST5075,20-06-2025,Friday,June,07:44,114,Bengaluru,South,Cold Beverage,Cold Brew,Venti,1,291,15,291,14.55,261.9,Cash,Delivery,26-35,Male,Rainy,Weekday,Afternoon,Returning,Yes,5,Medium
176,CUST2560,24-12-2025,Wednesday,December,01:09,106,Hyderabad,South,Cold Beverage,Cold Brew,Grande,5,306,5,1530,76.5,1530,UPI,Delivery,18-25,Female,Rainy,Weekday,Morning,New,Yes,4,Medium
177,CUST7651,29-06-2025,Sunday,June,18:47,110,Kochi,South,Cold Beverage,Cold Brew,Tall,5,310,5,1550,77.5,1550,UPI,Takeaway,36-50,Female,Cloudy,Weekend,Afternoon,New,Yes,4,Low
178,CUST5954,27-07-2025,Sunday,July,15:12,105,Chennai,South,Coffee,Americano,Venti,2,200,15,400,20,360,Cash,Dine-In,36-50,Female,Rainy,Weekend,Evening,Returning,Yes,3,High
179,CUST6848,25-10-2025,Saturday,October,12:03,113,Chennai,South,Coffee,Cappuccino,Venti,5,251,10,1255,62.75,1192.25,Cash,Takeaway,36-50,Male,Rainy,Weekend,Afternoon,New,Yes,5,Medium
180,CUST5630,24-07-2025,Thursday,July,15:17,116,Mumbai,West,Coffee,Mocha,Venti,1,293,0,293,14.65,307.65,Cash,Dine-In,26-35,Male,Sunny,Weekday,Evening,New,Yes,3,High
181,CUST1245,19-05-2025,Monday,May,18:19,120,Kochi,South,Cold Beverage,Cold Brew,Grande,2,270,5,540,27,540,Cash,Dine-In,36-50,Female,Cloudy,Weekday,Morning,Returning,No,5,High
182,CUST6480,24-01-2025,Friday,January,02:58,115,Kochi,South,Cold Beverage,Cold Brew,Venti,2,273,15,546,27.3,491.4,Card,Takeaway,50+,Male,Sunny,Weekday,Afternoon,Returning,Yes,4,High
183,CUST9675,21-03-2025,Friday,March,07:11,102,Mumbai,West,Cold Beverage,Cold Brew,Grande,2,275,0,550,27.5,577.5,Card,Takeaway,36-50,Male,Cloudy,Weekday,Evening,Returning,Yes,5,High
184,CUST8424,30-11-2025,Sunday,November,18:45,117,Kochi,South,Coffee,Espresso,Grande,4,162,10,648,32.4,615.6,Card,Delivery,36-50,Male,Rainy,Weekend,Morning,Returning,Yes,5,Medium
185,CUST3002,15-01-2025,Wednesday,January,21:19,101,Mumbai,West,Coffee,Americano,Venti,2,225,0,450,22.5,472.5,UPI,Dine-In,26-35,Female,Cloudy,Weekday,Afternoon,New,Yes,5,Low
186,CUST6639,15-08-2025,Friday,August,17:01,112,Mumbai,West,Bakery,Blueberry Muffin,Grande,1,172,5,172,8.6,172,Cash,Takeaway,18-25,Male,Cloudy,Weekday,Evening,New,Yes,5,Medium
187,CUST4671,29-07-2025,Tuesday,July,12:49,100,Kochi,South,Cold Beverage,Cold Brew,Grande,1,284,15,284,14.2,255.6,Cash,Takeaway,50+,Male,Sunny,Weekday,Afternoon,New,No,4,High
188,CUST5379,19-10-2025,Sunday,October,05:20,104,Chennai,South,Coffee,Espresso,Grande,3,191,5,573,28.65,573,Card,Dine-In,36-50,Male,Rainy,Weekend,Morning,New,No,5,High
189,CUST8193,18-04-2025,Friday,April,12:18,105,Bengaluru,South,Bakery,Butter Croissant,Grande,4,153,0,612,30.6,642.6,Cash,Takeaway,18-25,Male,Sunny,Weekday,Morning,New,No,3,High
190,CUST7786,16-12-2025,Tuesday,December,13:33,110,Bengaluru,South,Cold Beverage,Cold Brew,Venti,1,280,15,280,14,252,UPI,Delivery,50+,Female,Sunny,Weekday,Evening,New,Yes,5,High
191,CUST2718,22-10-2025,Wednesday,October,14:41,100,Kochi,South,Coffee,Caffe Latte,Tall,1,268,5,268,13.4,268,Card,Dine-In,18-25,Male,Rainy,Weekday,Morning,Returning,Yes,3,Low
192,CUST2266,29-09-2025,Monday,September,12:04,111,Chennai,South,Bakery,Blueberry Muffin,Tall,2,190,0,380,19,399,Cash,Delivery,18-25,Female,Cloudy,Weekday,Morning,New,No,4,Low
193,CUST5377,28-07-2025,Monday,July,18:59,100,Delhi,North,Coffee,Caffe Latte,Grande,2,292,0,584,29.2,613.2,UPI,Dine-In,50+,Female,Cloudy,Weekday,Afternoon,Returning,No,4,Medium
194,CUST7716,19-03-2025,Wednesday,March,13:12,104,Chennai,South,Cold Beverage,Cold Brew,Venti,5,296,15,1480,74,1332,Cash,Dine-In,36-50,Female,Sunny,Weekday,Morning,New,Yes,5,Low
195,CUST9993,17-12-2025,Wednesday,December,22:03,110,Chennai,South,Coffee,Caffe Latte,Grande,4,304,10,1216,60.8,1155.2,UPI,Dine-In,50+,Female,Cloudy,Weekday,Afternoon,Returning,Yes,5,High
196,CUST6277,21-07-2025,Monday,July,17:57,102,Delhi,North,Frappuccino,Caramel Frappuccino,Venti,3,385,0,1155,57.75,1212.75,UPI,Delivery,26-35,Female,Rainy,Weekday,Afternoon,Returning,No,5,Low
197,CUST3771,26-09-2025,Friday,September,06:59,111,Hyderabad,South,Coffee,Americano,Tall,1,233,10,233,11.65,221.35,UPI,Dine-In,26-35,Female,Sunny,Weekday,Evening,New,No,4,Medium
198,CUST2684,26-12-2025,Friday,December,08:35,111,Chennai,South,Frappuccino,Caramel Frappuccino,Grande,1,366,5,366,18.3,366,UPI,Delivery,36-50,Female,Cloudy,Weekday,Morning,Returning,No,4,Medium
199,CUST1096,31-03-2025,Monday,March,17:39,104,Mumbai,West,Coffee,Cappuccino,Grande,4,280,15,1120,56,1008,Card,Delivery,26-35,Female,Cloudy,Weekday,Afternoon,Returning,No,3,High
200,CUST6022,30-01-2025,Thursday,January,20:09,117,Mumbai,West,Coffee,Mocha,Grande,1,316,10,316,15.8,300.2,Card,Takeaway,26-35,Female,Rainy,Weekday,Morning,Returning,Yes,3,Low
201,CUST7015,23-01-2025,Thursday,January,15:06,101,Chennai,South,Frappuccino,Caramel Frappuccino,Venti,3,379,10,1137,56.85,1080.15,Card,Takeaway,50+,Female,Rainy,Weekday,Morning,Returning,Yes,5,Low
202,CUST8299,18-06-2025,Wednesday,June,02:24,112,Bengaluru,South,Bakery,Butter Croissant,Grande,3,144,5,432,21.6,432,UPI,Takeaway,50+,Male,Sunny,Weekday,Evening,Returning,No,5,Medium
203,CUST3216,14-08-2025,Thursday,August,13:34,116,Chennai,South,Frappuccino,Caramel Frappuccino,Tall,4,351,0,1404,70.2,1474.2,UPI,Dine-In,26-35,Female,Cloudy,Weekday,Morning,Returning,No,4,Medium
204,CUST9141,20-10-2025,Monday,October,00:31,102,Bengaluru,South,Coffee,Cappuccino,Tall,1,254,0,254,12.7,266.7,UPI,Takeaway,18-25,Male,Cloudy,Weekday,Afternoon,Returning,Yes,5,High
205,CUST6250,26-01-2025,Sunday,January,21:23,110,Mumbai,West,Frappuccino,Caramel Frappuccino,Tall,5,348,15,1740,87,1566,UPI,Dine-In,26-35,Female,Cloudy,Weekend,Afternoon,New,No,4,Medium
206,CUST5988,15-12-2025,Monday,December,01:44,107,Delhi,North,Coffee,Espresso,Grande,5,185,15,925,46.25,832.5,Card,Delivery,36-50,Female,Sunny,Weekday,Morning,New,Yes,5,High
207,CUST6992,30-12-2025,Tuesday,December,19:55,110,Mumbai,West,Cold Beverage,Cold Brew,Tall,4,312,15,1248,62.4,1123.2,Card,Delivery,18-25,Female,Sunny,Weekday,Evening,New,No,5,Medium
208,CUST4430,30-05-2025,Friday,May,06:50,118,Kochi,South,Coffee,Caffe Latte,Venti,3,274,15,822,41.1,739.8,Card,Takeaway,50+,Male,Sunny,Weekday,Morning,New,No,5,Low
209,CUST3689,03-04-2025,Thursday,April,00:29,115,Kochi,South,Coffee,Caffe Latte,Tall,2,264,15,528,26.4,475.2,UPI,Delivery,36-50,Male,Cloudy,Weekday,Morning,New,Yes,5,Low
210,CUST5220,26-01-2025,Sunday,January,14:09,114,Mumbai,West,Tea,Green Tea,Venti,1,182,0,182,9.1,191.1,Card,Dine-In,18-25,Male,Sunny,Weekend,Morning,Returning,No,3,High
211,CUST4515,13-05-2025,Tuesday,May,11:04,104,Hyderabad,South,Cold Beverage,Cold Brew,Venti,5,279,10,1395,69.75,1325.25,Cash,Takeaway,18-25,Female,Rainy,Weekday,Morning,Returning,Yes,5,High
212,CUST7576,05-04-2025,Saturday,April,14:40,103,Delhi,North,Coffee,Cappuccino,Tall,2,269,5,538,26.9,538,Card,Dine-In,26-35,Male,Rainy,Weekend,Afternoon,Returning,Yes,4,Low
213,CUST2448,03-11-2025,Monday,November,19:55,106,Hyderabad,South,Coffee,Mocha,Tall,4,297,10,1188,59.4,1128.6,Card,Takeaway,26-35,Female,Sunny,Weekday,Evening,New,Yes,4,Low
214,CUST8881,20-06-2025,Friday,June,11:57,107,Chennai,South,Coffee,Americano,Grande,3,203,5,609,30.45,609,UPI,Takeaway,26-35,Male,Rainy,Weekday,Morning,Returning,Yes,5,High
215,CUST1648,25-08-2025,Monday,August,01:13,116,Bengaluru,South,Coffee,Cappuccino,Venti,2,278,15,556,27.8,500.4,Cash,Takeaway,26-35,Female,Cloudy,Weekday,Afternoon,New,No,5,High
216,CUST8868,19-06-2025,Thursday,June,00:10,109,Kochi,South,Coffee,Americano,Tall,3,210,0,630,31.5,661.5,Card,Dine-In,18-25,Male,Sunny,Weekday,Morning,Returning,No,5,High
217,CUST1689,25-03-2025,Tuesday,March,19:24,116,Hyderabad,South,Coffee,Cappuccino,Grande,3,269,5,807,40.35,807,Card,Dine-In,36-50,Female,Cloudy,Weekday,Morning,New,Yes,5,High
218,CUST4455,24-02-2025,Monday,February,01:49,107,Chennai,South,Bakery,Blueberry Muffin,Tall,2,156,0,312,15.6,327.6,Cash,Dine-In,36-50,Male,Rainy,Weekday,Afternoon,New,No,5,Low
219,CUST2018,05-05-2025,Monday,May,20:19,107,Hyderabad,South,Coffee,Cappuccino,Tall,5,253,5,1265,63.25,1265,UPI,Takeaway,18-25,Male,Sunny,Weekday,Evening,New,No,4,Low
220,CUST1528,12-06-2025,Thursday,June,14:03,102,Chennai,South,Tea,Green Tea,Tall,5,181,0,905,45.25,950.25,Cash,Delivery,26-35,Male,Rainy,Weekday,Morning,New,Yes,3,High
221,CUST6406,20-01-2025,Monday,January,16:58,102,Hyderabad,South,Cold Beverage,Cold Brew,Venti,1,270,15,270,13.5,243,UPI,Dine-In,26-35,Male,Rainy,Weekday,Afternoon,New,No,5,Low
222,CUST8637,22-12-2025,Monday,December,10:20,118,Bengaluru,South,Tea,Green Tea,Tall,4,178,10,712,35.6,676.4,Card,Takeaway,36-50,Male,Sunny,Weekday,Afternoon,New,Yes,3,High
223,CUST1822,22-10-2025,Wednesday,October,23:23,112,Kochi,South,Tea,Green Tea,Venti,5,185,15,925,46.25,832.5,Card,Delivery,36-50,Female,Rainy,Weekday,Morning,New,No,5,High
224,CUST2812,08-09-2025,Monday,September,20:36,115,Bengaluru,South,Frappuccino,Caramel Frappuccino,Grande,3,340,10,1020,51,969,Card,Delivery,36-50,Female,Sunny,Weekday,Afternoon,New,Yes,4,Medium
225,CUST4068,21-06-2025,Saturday,June,03:00,114,Delhi,North,Tea,Green Tea,Grande,5,172,10,860,43,817,UPI,Delivery,26-35,Male,Sunny,Weekend,Evening,New,No,3,Medium
226,CUST7461,27-03-2025,Thursday,March,07:39,109,Delhi,North,Coffee,Espresso,Grande,3,169,10,507,25.35,481.65,Card,Delivery,26-35,Male,Rainy,Weekday,Evening,New,Yes,3,Low
227,CUST9419,30-06-2025,Monday,June,23:04,112,Bengaluru,South,Coffee,Mocha,Tall,4,316,10,1264,63.2,1200.8,Card,Delivery,50+,Male,Cloudy,Weekday,Evening,Returning,No,4,Medium
228,CUST9161,25-09-2025,Thursday,September,23:05,115,Bengaluru,South,Cold Beverage,Cold Brew,Grande,3,312,15,936,46.8,842.4,UPI,Dine-In,18-25,Male,Cloudy,Weekday,Afternoon,Returning,No,5,Low
229,CUST5447,05-09-2025,Friday,September,04:40,104,Bengaluru,South,Bakery,Butter Croissant,Tall,4,142,10,568,28.4,539.6,UPI,Delivery,18-25,Female,Sunny,Weekday,Evening,Returning,Yes,4,High
230,CUST7233,29-11-2025,Saturday,November,02:52,115,Kochi,South,Coffee,Caffe Latte,Venti,4,295,15,1180,59,1062,Card,Delivery,36-50,Female,Sunny,Weekend,Evening,Returning,Yes,5,Medium
231,CUST9528,25-03-2025,Tuesday,March,10:30,105,Kochi,South,Coffee,Americano,Venti,2,233,0,466,23.3,489.3,Card,Dine-In,36-50,Female,Rainy,Weekday,Evening,New,No,4,Medium
232,CUST5263,26-07-2025,Saturday,July,03:42,111,Kochi,South,Coffee,Mocha,Grande,5,300,15,1500,75,1350,Card,Takeaway,50+,Female,Sunny,Weekend,Morning,Returning,No,5,Low
233,CUST7745,02-10-2025,Thursday,October,16:03,102,Kochi,South,Cold Beverage,Cold Brew,Grande,1,279,10,279,13.95,265.05,Card,Takeaway,50+,Female,Cloudy,Weekday,Morning,Returning,No,3,Low
234,CUST4987,05-11-2025,Wednesday,November,12:16,102,Delhi,North,Bakery,Blueberry Muffin,Venti,5,169,10,845,42.25,802.75,Cash,Delivery,50+,Male,Rainy,Weekday,Morning,New,Yes,4,Medium
235,CUST3349,22-06-2025,Sunday,June,11:56,117,Mumbai,West,Cold Beverage,Cold Brew,Venti,4,295,15,1180,59,1062,UPI,Takeaway,36-50,Male,Sunny,Weekend,Afternoon,New,No,3,High
236,CUST4505,23-10-2025,Thursday,October,14:45,118,Chennai,South,Coffee,Caffe Latte,Venti,5,302,5,1510,75.5,1510,Card,Delivery,26-35,Male,Sunny,Weekday,Evening,New,Yes,4,Low
237,CUST2102,10-11-2025,Monday,November,09:23,119,Kochi,South,Frappuccino,Caramel Frappuccino,Venti,3,348,15,1044,52.2,939.6,UPI,Takeaway,26-35,Male,Rainy,Weekday,Morning,Returning,Yes,4,Low
238,CUST3273,22-04-2025,Tuesday,April,00:07,114,Chennai,South,Bakery,Blueberry Muffin,Grande,1,157,10,157,7.85,149.15,UPI,Dine-In,50+,Male,Sunny,Weekday,Evening,Returning,Yes,4,Low
239,CUST5615,22-04-2025,Tuesday,April,18:59,118,Mumbai,West,Coffee,Espresso,Venti,3,181,5,543,27.15,543,UPI,Dine-In,26-35,Male,Sunny,Weekday,Evening,Returning,No,4,Low
240,CUST7701,24-07-2025,Thursday,July,13:19,107,Hyderabad,South,Coffee,Espresso,Venti,1,197,0,197,9.85,206.85,Cash,Takeaway,36-50,Female,Sunny,Weekday,Evening,Returning,Yes,4,Medium
241,CUST7600,12-11-2025,Wednesday,November,06:28,105,Bengaluru,South,Bakery,Butter Croissant,Grande,4,152,10,608,30.4,577.6,Cash,Dine-In,18-25,Female,Sunny,Weekday,Evening,New,No,3,High
242,CUST7847,02-02-2025,Sunday,February,12:04,100,Mumbai,West,Coffee,Espresso,Venti,1,199,0,199,9.95,208.95,UPI,Delivery,36-50,Female,Cloudy,Weekend,Morning,Returning,No,4,Low
243,CUST8455,04-08-2025,Monday,August,01:00,103,Kochi,South,Coffee,Caffe Latte,Grande,2,304,10,608,30.4,577.6,Cash,Dine-In,36-50,Female,Rainy,Weekday,Morning,Returning,No,4,Low
244,CUST6796,18-09-2025,Thursday,September,13:16,108,Mumbai,West,Coffee,Cappuccino,Venti,5,276,10,1380,69,1311,Cash,Dine-In,36-50,Female,Cloudy,Weekday,Evening,Returning,Yes,4,Low
245,CUST1452,27-10-2025,Monday,October,18:08,100,Chennai,South,Coffee,Americano,Tall,1,207,5,207,10.35,207,Card,Dine-In,26-35,Male,Rainy,Weekday,Afternoon,Returning,No,5,Low
246,CUST3068,15-07-2025,Tuesday,July,03:33,106,Bengaluru,South,Coffee,Caffe Latte,Grande,2,273,10,546,27.3,518.7,Card,Delivery,50+,Male,Cloudy,Weekday,Evening,New,No,3,Medium
247,CUST9158,07-11-2025,Friday,November,04:50,119,Bengaluru,South,Coffee,Mocha,Grande,4,324,15,1296,64.8,1166.4,Cash,Delivery,26-35,Male,Sunny,Weekday,Afternoon,New,Yes,3,Low
248,CUST4597,25-01-2025,Saturday,January,13:43,101,Mumbai,West,Coffee,Mocha,Venti,1,282,15,282,14.1,253.8,UPI,Delivery,50+,Female,Sunny,Weekend,Morning,Returning,Yes,4,Low
249,CUST2733,12-11-2025,Wednesday,November,17:28,116,Delhi,North,Coffee,Cappuccino,Grande,2,249,5,498,24.9,498,Cash,Dine-In,18-25,Male,Cloudy,Weekday,Evening,New,Yes,5,High
250,CUST4416,10-12-2025,Wednesday,December,00:15,100,Hyderabad,South,Bakery,Butter Croissant,Tall,3,169,15,507,25.35,456.3,UPI,Takeaway,26-35,Male,Cloudy,Weekday,Evening,New,No,3,High
